,function,size,pvalue,statistic
572,sk_stop_timer,56,0.6570210220556412,0.4515012519345808
329,resolve_normal_ct,56,0.658794486725149,0.44899446166155116
1764,retransmits_timed_out.part.0,56,0.6622423068254202,-0.4709029684248287
1513,inode_permission,56,0.6629074704286755,-0.4453049358803415
285,security_sock_rcv_skb,56,0.6635579828838329,0.4422757643027773
619,css_task_iter_end,56,0.6644394243420126,-0.4469443053138504
384,skb_release_head_state,56,0.6647769682675249,-0.4405597972855438
1411,nft_meta_store_ifname,56,0.6768869800443751,0.42358487592109495
712,do_shm_rmid,56,0.6820556189217479,0.41637881041965674
1137,fscrypt_free_inode,56,0.6825104873584042,-0.4157457237731879
348,skb_pull_rcsum,56,0.6839334051691739,0.4245144465523082
134,alloc_skb_with_frags,56,0.6893814563298122,0.4145255934002364
1551,ktime_get_ts64,56,0.6901912611053036,0.4069596702027325
1186,fscrypt_match_name,56,0.691450508348831,0.4033378922124209
748,dma_pool_free,56,0.6950401303129554,0.3983741949936561
280,apparmor_sk_clone_security,56,0.6980768961843307,0.3949751912230548
1380,prb_read,56,0.7025431526734861,-0.39114922378531014
1363,mpage_process_folio,56,0.7041804362513922,0.3857809479065537
1007,find_kallsyms_symbol,56,0.7060751745930793,-0.3831784959316295
1304,nft_rcv_nl_event,56,0.7061925835858203,0.383017322446273
1077,ext4_xattr_inode_array_free,56,0.7092335660044566,0.37884641892794035
1567,mb_find_order_for_block,56,0.7124726662767535,-0.3761108435545342
233,apparmor_ip_postroute,56,0.7138287673780757,0.37329466997515587
352,sk_leave_memory_pressure,56,0.718309257112413,0.36643911092117687
1388,physical_line_partition_show,56,0.7219883711072344,-0.36142632072788483
379,shm_rcu_free,56,0.7223593479851411,0.360921394975119
714,ext4_fc_track_range,56,0.7243287646597933,0.35824249009539233
260,anon_vma_ctor,56,0.7250299047612748,0.3579899661590154
288,si_swapinfo,56,0.7272570949174072,-0.35426418955015226
915,generic_set_encrypted_ci_d_ops,56,0.7322006566067999,-0.34756135831586343
1658,inet_unhash,56,0.738132484527619,-0.34104692039478623
1467,nft_update_chain_stats,56,0.7393850635321637,0.33784924225790053
1670,local_cpus_show,56,0.7396968865333016,0.3389239711916849
1330,netdev_core_pick_tx,56,0.7446870031824759,0.3307033354364436
461,si_meminfo_node,56,0.7519397793972638,0.3209566417489292
410,reqsk_queue_alloc,56,0.7569528115415697,-0.3142385562182286
1740,ipv4_default_advmss,56,0.758800500139101,0.3131268219968961
380,qdisc_pkt_len_init,56,0.77547740884878,0.28953925125204505
1257,neigh_timer_handler,56,0.77786341768073,0.2932100478817512
1560,journal_get_superblock,56,0.7832879874941495,0.28037801579656646
1696,ktime_get_with_offset,56,0.7837129910019615,-0.27981255435635405
1504,memory_read_from_buffer,56,0.7860291876678548,-0.27673255521501855
1251,pty_close,56,0.7900749338066608,-0.2702066946310236
485,skb_try_coalesce,56,0.7905020736079695,-0.2696426347510399
132,cancel_work_sync,56,0.7912567286975862,-0.26914666872741755
637,dput,56,0.8091561911643481,0.24509392233244304
947,if6_seq_next,56,0.8164736563884083,-0.23550730314056748
1505,jbd2_journal_try_remove_checkpoint,56,0.8235952221764204,-0.22714394967053114
1341,napi_skb_cache_get,56,0.826555838311905,0.22274079798998525
1246,pm_runtime_barrier,56,0.8282010663530854,-0.22019017334775626
533,si_mem_available,56,0.833256169130719,-0.2136046766980544
1613,lookup_open.isra.0,56,0.8377491815904243,-0.20862062056466446
55,cpu_stop_should_run,56,0.8415357388096957,-0.20320607235441612
465,skb_push,56,0.8462710738961435,-0.19669363945101215
1637,inet_twsk_hashdance,56,0.84694291704032,0.19663000330694833
1665,inode_io_list_del,56,0.8566016417888915,0.18406535972955004
403,si_meminfo,56,0.8610734432975523,-0.17753150844062765
1207,nfulnl_rcv_nl_event,56,0.8635047237135116,0.17439089300852625
42,arch_adjust_kprobe_addr,56,0.8635371994816514,0.1746607855770989
1185,if6_seq_start,56,0.8660487349610799,0.17110659603488707
249,arch_within_kprobe_blacklist,56,0.8671984015421258,-0.16992591566438542
706,end_bio_bh_io_sync,56,0.867835024853474,0.16880167489740694
1655,mb_update_avg_fragment_size.isra.0,56,0.8685968608233909,-0.16850414606324315
592,ext4_bio_write_folio,56,0.871916040047636,-0.16353930094714828
509,skb_network_protocol,56,0.8747905781016356,-0.15983552331335732
1730,jbd2_log_start_commit,56,0.8874768050417621,-0.14555978554866583
1403,node_read_distance,56,0.8951125593189022,-0.13371376876148183
766,ext4_has_free_clusters,56,0.8966861547150279,-0.1316953261165172
1476,kallsyms_expand_symbol.constprop.0,56,0.9003847428169086,0.12746549482913164
815,ext4_inode_attach_jinode,56,0.9037263048888875,-0.12267176144694544
569,skb_csum_hwoffload_help,56,0.9099855314142872,-0.11465799043650296
1066,find_vma_intersection,56,0.9120331750592068,-0.11203807651409609
327,rtnl_calcit.isra.0,56,0.915526187826357,0.10757070638401184
1404,netdev_name_node_lookup,56,0.9202377828931492,0.10154840492717629
1579,mlock_future_ok,56,0.9267105797624943,0.0936547058945781
1687,mb_set_largest_free_order.isra.0,56,0.9331344647038837,0.08542333000717531
468,skb_free_head,56,0.9373813032576384,-0.07966680318181799
522,skb_release_data,56,0.9388539685094741,0.07778915920615169
749,ext4_drop_inode,56,0.939890762753877,0.07646742349369964
15,core_id_show,56,0.940761325989938,0.0754891885736029
243,cluster_id_show,56,0.940840184262282,0.07538849507211792
1702,merge_sched_in,56,0.9411976508014316,0.07510009538453602
1136,inat_get_opcode_attribute,56,0.9539598774519362,-0.058544618345951524
846,die_cpus_read,56,0.9612598384863408,0.04925331313091166
345,seq_put_decimal_ull_width,56,0.9632505060348443,0.04672042882365249
536,queue_logical_block_size_show,56,0.9685207506993437,-0.040016159873410506
1527,kfree_skbmem,56,0.97196515106221,-0.03577718104127674
924,ext4_used_dirs_count,56,0.9780701971710918,-0.027872941025015797
929,file_ns_capable,56,0.9784274157600972,0.027418792455717784
158,coherency_line_size_show,56,0.9791219434232716,0.026581886593013918
543,seq_path,56,0.9841424540937391,-0.020153743375694436
1315,netif_rx_internal,56,0.9870483778641808,-0.016460142105681523
851,ext4_ext_get_access,56,0.992815869020188,0.009129969470056305
985,hash_conntrack_raw,56,0.9950543067510211,-0.00628519721430094
