,ranks,experiment,iteration,time_seconds,nodes,percent_cpu_utilization
1375,14,singularity,17,22.0,1,100.0
1376,28,singularity,12,12.0,1,100.0
1377,28,singularity,12,12.0,1,100.0
1378,28,singularity,9,12.0,1,100.0
1379,28,singularity,11,12.0,1,100.0
1380,14,singularity,6,22.0,1,100.0
1381,14,singularity,17,22.0,1,100.0
1382,14,singularity,6,22.0,1,100.0
1383,14,singularity,26,22.0,1,100.0
1384,14,singularity,23,22.0,1,100.0
1385,28,singularity,8,12.0,1,100.0
1386,56,singularity,182,8.0,1,100.0
1387,56,singularity,212,8.0,1,100.0
1388,14,singularity,28,22.0,1,100.0
1389,28,singularity,22,12.0,1,100.0
1390,56,singularity,373,7.0,1,100.0
1391,28,singularity,17,12.0,1,100.0
1392,14,singularity,19,22.0,1,100.0
1393,28,singularity,1,12.0,1,100.0
1394,14,singularity,23,22.0,1,100.0
1395,56,singularity,29,7.0,1,100.0
1396,14,singularity,6,22.0,1,100.0
1397,14,singularity,7,21.0,1,100.0
1398,14,singularity,3,22.0,1,100.0
1399,28,singularity,10,12.0,1,100.0
1400,28,singularity,32,12.0,1,100.0
1401,56,singularity,366,7.0,1,100.0
1402,14,singularity,6,22.0,1,100.0
1403,28,singularity,26,12.0,1,100.0
1404,28,singularity,27,12.0,1,100.0
1405,28,singularity,23,12.0,1,100.0
1406,56,singularity,208,7.0,1,100.0
1407,56,singularity,455,7.0,1,100.0
1408,14,singularity,15,22.0,1,100.0
1409,28,singularity,19,12.0,1,100.0
1410,14,singularity,25,22.0,1,100.0
1411,56,singularity,386,7.0,1,100.0
1412,56,singularity,417,7.0,1,100.0
1413,14,singularity,22,21.0,1,100.0
1414,28,singularity,4,12.0,1,100.0
1415,14,singularity,29,22.0,1,100.0
1416,14,singularity,2,22.0,1,100.0
1417,14,singularity,4,22.0,1,100.0
1418,28,singularity,7,12.0,1,100.0
1419,28,singularity,7,12.0,1,100.0
1420,56,singularity,340,7.0,1,100.0
1421,14,singularity,7,21.0,1,100.0
1422,14,singularity,24,22.0,1,100.0
1423,14,singularity,31,21.0,1,100.0
1424,28,singularity,18,12.0,1,100.0
1425,14,singularity,28,22.0,1,100.0
1426,14,singularity,10,22.0,1,100.0
1427,56,singularity,272,8.0,1,100.0
1428,28,singularity,32,12.0,1,99.9
1429,14,singularity,22,22.0,1,100.0
1430,56,singularity,254,7.0,1,100.0
1431,28,singularity,3,12.0,1,100.0
1432,14,singularity,17,22.0,1,100.0
1433,56,singularity,79,7.0,1,100.0
1434,14,singularity,20,21.0,1,100.0
1435,28,singularity,22,12.0,1,100.0
1436,14,singularity,18,22.0,1,100.0
1437,14,singularity,6,21.0,1,100.0
1438,56,singularity,41,7.0,1,100.0
1439,56,singularity,459,7.0,1,100.0
1440,56,singularity,460,7.0,1,100.0
1441,56,singularity,404,7.0,1,100.0
1442,28,bare-metal,7,12.0,1,100.0
1443,28,bare-metal,6,12.0,1,99.9
1444,56,bare-metal,96,7.0,1,100.0
1445,14,bare-metal,29,21.0,1,100.0
1446,56,bare-metal,476,7.0,1,99.9
1447,56,bare-metal,397,7.0,1,100.0
1448,28,bare-metal,29,12.0,1,99.9
1449,28,bare-metal,12,12.0,1,100.0
1450,14,bare-metal,6,22.0,1,100.0
1451,14,bare-metal,10,22.0,1,100.0
1452,28,bare-metal,13,12.0,1,100.0
1453,28,bare-metal,25,12.0,1,100.0
1454,28,bare-metal,9,12.0,1,99.7
1455,14,bare-metal,32,22.0,1,100.0
1456,56,bare-metal,237,7.0,1,100.0
1457,28,bare-metal,26,12.0,1,100.0
1458,14,bare-metal,13,22.0,1,100.0
1459,56,bare-metal,337,7.0,1,100.0
1460,14,bare-metal,12,22.0,1,100.0
1461,56,bare-metal,111,7.0,1,100.0
1462,14,bare-metal,9,22.0,1,100.0
1463,56,bare-metal,101,7.0,1,100.0
1464,56,bare-metal,224,7.0,1,99.9
1465,28,bare-metal,8,12.0,1,100.0
1466,56,bare-metal,17,8.0,1,99.9
1467,28,bare-metal,24,12.0,1,100.0
1468,14,bare-metal,28,21.0,1,100.0
1469,14,bare-metal,16,21.0,1,100.0
1470,28,bare-metal,26,12.0,1,99.7
1471,14,bare-metal,21,22.0,1,100.0
1472,14,bare-metal,11,21.0,1,100.0
1473,56,bare-metal,391,7.0,1,100.0
1474,28,bare-metal,21,12.0,1,100.0
1475,28,bare-metal,24,12.0,1,99.7
1476,28,bare-metal,31,12.0,1,100.0
1477,56,bare-metal,16,7.0,1,100.0
1478,28,bare-metal,3,12.0,1,100.0
1479,14,bare-metal,19,23.0,1,100.0
1480,14,bare-metal,13,22.0,1,100.0
1481,28,bare-metal,22,12.0,1,99.9
1482,14,bare-metal,20,21.0,1,100.0
1483,56,bare-metal,174,7.0,1,100.0
1484,14,bare-metal,18,21.0,1,100.0
1485,14,bare-metal,24,22.0,1,100.0
1486,56,bare-metal,198,7.0,1,99.9
1487,28,bare-metal,11,12.0,1,100.0
1488,14,bare-metal,30,22.0,1,100.0
1489,56,bare-metal,176,7.0,1,100.0
1490,56,bare-metal,264,7.0,1,100.0
1491,56,bare-metal,5,7.0,1,100.0
1492,56,bare-metal,436,7.0,1,100.0
1493,28,bare-metal,10,12.0,1,100.0
1494,56,bare-metal,290,7.0,1,100.0
1495,28,bare-metal,21,12.0,1,100.0
1496,28,bare-metal,27,12.0,1,100.0
1497,28,bare-metal,24,12.0,1,100.0
1498,14,bare-metal,5,22.0,1,100.0
1499,56,bare-metal,359,7.0,1,99.9
1500,28,bare-metal,26,12.0,1,100.0
1501,28,bare-metal,23,12.0,1,100.0
1502,56,bare-metal,213,7.0,1,100.0
1503,14,bare-metal,31,22.0,1,100.0
1504,28,bare-metal,6,12.0,1,100.0
1505,56,bare-metal,122,9.0,1,99.9
1506,14,bare-metal,13,22.0,1,100.0
1507,28,bare-metal,18,12.0,1,100.0
1508,14,bare-metal,14,24.0,1,100.0
1509,14,bare-metal,31,22.0,1,100.0
1510,56,bare-metal,253,7.0,1,100.0
1511,14,bare-metal,17,21.0,1,100.0
1512,56,bare-metal,69,7.0,1,100.0
1513,28,bare-metal,4,12.0,1,99.8
1514,14,bare-metal,7,21.0,1,100.0
1515,56,bare-metal,257,8.0,1,100.0
1516,14,bare-metal,12,21.0,1,100.0
1517,56,bare-metal,15,7.0,1,100.0
1518,56,bare-metal,324,7.0,1,100.0
1519,14,bare-metal,5,22.0,1,100.0
1520,14,bare-metal,21,22.0,1,100.0
1521,14,bare-metal,12,21.0,1,100.0
1522,14,bare-metal,6,23.0,1,100.0
1523,14,bare-metal,2,22.0,1,100.0
1524,14,bare-metal,9,22.0,1,100.0
1525,28,bare-metal,32,12.0,1,100.0
1526,14,bare-metal,2,22.0,1,100.0
1527,56,bare-metal,66,7.0,1,100.0
1528,56,bare-metal,314,7.0,1,99.8
1529,56,bare-metal,263,7.0,1,99.8
1530,56,bare-metal,73,7.0,1,100.0
1531,14,bare-metal,14,22.0,1,100.0
1532,14,bare-metal,7,22.0,1,100.0
1533,14,bare-metal,4,22.0,1,100.0
1534,28,bare-metal,6,12.0,1,100.0
1535,14,bare-metal,17,22.0,1,100.0
1536,14,bare-metal,15,22.0,1,100.0
1537,56,bare-metal,288,7.0,1,100.0
1538,28,bare-metal,5,13.0,1,100.0
1539,14,bare-metal,1,23.0,1,100.0
1540,56,bare-metal,354,7.0,1,100.0
1541,56,bare-metal,252,7.0,1,100.0
1542,14,bare-metal,13,21.0,1,100.0
1543,56,bare-metal,479,7.0,1,99.9
1544,14,bare-metal,17,25.0,1,100.0
1545,56,bare-metal,59,7.0,1,99.9
1546,56,bare-metal,452,8.0,1,100.0
1547,28,bare-metal,31,12.0,1,100.0
1548,14,bare-metal,30,22.0,1,100.0
1549,28,bare-metal,15,12.0,1,100.0
1550,56,bare-metal,456,7.0,1,100.0
1551,14,bare-metal,24,22.0,1,100.0
1552,56,bare-metal,162,7.0,1,99.9
1553,14,bare-metal,23,22.0,1,100.0
1554,14,bare-metal,30,21.0,1,100.0
1555,28,bare-metal,9,12.0,1,100.0
1556,28,bare-metal,6,12.0,1,100.0
1557,56,bare-metal,425,7.0,1,100.0
1558,28,bare-metal,22,12.0,1,100.0
1559,14,bare-metal,29,22.0,1,100.0
1560,14,bare-metal,21,22.0,1,99.9
1561,56,bare-metal,259,7.0,1,99.9
1562,28,bare-metal,13,15.0,1,100.0
1563,56,bare-metal,153,7.0,1,100.0
1564,28,bare-metal,5,12.0,1,100.0
1565,56,bare-metal,438,7.0,1,100.0
1566,14,bare-metal,5,22.0,1,100.0
1567,14,bare-metal,25,22.0,1,100.0
1568,56,bare-metal,27,7.0,1,100.0
1569,56,bare-metal,419,7.0,1,99.8
1570,28,bare-metal,28,12.0,1,100.0
1571,56,bare-metal,454,7.0,1,99.9
1572,14,bare-metal,27,22.0,1,100.0
1573,56,bare-metal,356,7.0,1,99.9
1574,14,bare-metal,14,22.0,1,100.0
1575,56,bare-metal,271,7.0,1,100.0
1576,56,bare-metal,461,7.0,1,99.9
1577,28,bare-metal,2,12.0,1,100.0
1578,56,bare-metal,392,8.0,1,100.0
1579,56,bare-metal,203,7.0,1,99.9
1580,56,bare-metal,97,7.0,1,100.0
1581,14,bare-metal,4,21.0,1,100.0
1582,14,bare-metal,26,22.0,1,100.0
1583,56,bare-metal,171,7.0,1,100.0
1584,14,bare-metal,6,22.0,1,100.0
1585,56,bare-metal,116,7.0,1,100.0
1586,56,bare-metal,218,7.0,1,99.9
1587,28,bare-metal,18,12.0,1,100.0
1588,28,bare-metal,16,12.0,1,99.8
1589,14,bare-metal,21,22.0,1,100.0
1590,14,bare-metal,30,22.0,1,100.0
1591,56,bare-metal,247,7.0,1,100.0
1592,56,bare-metal,344,7.0,1,99.8
1593,56,bare-metal,65,7.0,1,100.0
1594,14,bare-metal,10,22.0,1,100.0
1595,56,bare-metal,251,7.0,1,100.0
1596,56,bare-metal,265,7.0,1,100.0
1597,28,bare-metal,6,12.0,1,99.9
1598,14,bare-metal,29,22.0,1,100.0
1599,14,bare-metal,28,22.0,1,100.0
1600,28,bare-metal,11,12.0,1,99.9
1601,14,bare-metal,8,22.0,1,100.0
1602,14,bare-metal,14,21.0,1,100.0
1603,56,bare-metal,329,7.0,1,99.8
1604,14,bare-metal,17,21.0,1,100.0
1605,14,bare-metal,23,22.0,1,100.0
1606,56,bare-metal,298,7.0,1,100.0
1607,56,bare-metal,200,7.0,1,100.0
1608,56,bare-metal,307,7.0,1,100.0
1609,56,bare-metal,146,7.0,1,99.9
1610,14,bare-metal,3,22.0,1,100.0
1611,14,bare-metal,11,22.0,1,100.0
1612,56,bare-metal,133,7.0,1,100.0
1613,14,bare-metal,31,22.0,1,100.0
1614,28,bare-metal,24,12.0,1,100.0
1615,28,bare-metal,1,12.0,1,100.0
1616,56,bare-metal,431,7.0,1,99.9
1617,56,bare-metal,465,7.0,1,100.0
1618,56,bare-metal,28,7.0,1,100.0
1619,56,bare-metal,347,8.0,1,99.9
1620,14,bare-metal,8,22.0,1,100.0
1621,28,bare-metal,18,12.0,1,100.0
1622,56,bare-metal,186,7.0,1,100.0
1623,14,bare-metal,11,22.0,1,100.0
1624,14,bare-metal,11,22.0,1,100.0
1625,56,bare-metal,260,7.0,1,100.0
1626,28,bare-metal,1,12.0,1,100.0
1627,28,bare-metal,23,12.0,1,99.7
1628,28,bare-metal,26,13.0,1,100.0
1629,14,bare-metal,30,21.0,1,100.0
1630,56,bare-metal,378,7.0,1,100.0
1631,14,bare-metal,3,22.0,1,100.0
1632,14,bare-metal,2,22.0,1,100.0
1633,28,bare-metal,15,12.0,1,100.0
1634,56,bare-metal,134,7.0,1,99.8
1635,28,bare-metal,4,12.0,1,100.0
1636,14,bare-metal,16,21.0,1,100.0
1637,14,bare-metal,21,22.0,1,100.0
1638,28,bare-metal,16,12.0,1,100.0
1639,28,bare-metal,17,12.0,1,100.0
1640,28,bare-metal,25,12.0,1,100.0
1641,14,bare-metal,18,21.0,1,100.0
1642,14,bare-metal,29,22.0,1,100.0
1643,14,bare-metal,5,22.0,1,100.0
1644,56,bare-metal,256,7.0,1,100.0
1645,56,bare-metal,24,7.0,1,100.0
1646,56,bare-metal,311,7.0,1,100.0
1647,14,bare-metal,22,22.0,1,100.0
1648,56,bare-metal,317,9.0,1,100.0
1649,56,bare-metal,339,7.0,1,100.0
1650,14,bare-metal,8,21.0,1,100.0
1651,28,bare-metal,9,12.0,1,100.0
1652,56,bare-metal,313,7.0,1,100.0
1653,28,bare-metal,24,12.0,1,100.0
1654,28,bare-metal,29,12.0,1,100.0
1655,14,bare-metal,9,22.0,1,100.0
1656,28,bare-metal,1,12.0,1,100.0
1657,28,bare-metal,2,12.0,1,100.0
1658,14,bare-metal,14,21.0,1,100.0
1659,56,bare-metal,267,7.0,1,100.0
1660,14,bare-metal,27,21.0,1,100.0
1661,28,bare-metal,4,12.0,1,100.0
1662,14,bare-metal,20,22.0,1,100.0
1663,14,bare-metal,2,22.0,1,100.0
1664,28,bare-metal,4,12.0,1,100.0
1665,56,bare-metal,45,7.0,1,100.0
1666,56,bare-metal,401,7.0,1,100.0
1667,14,bare-metal,28,22.0,1,100.0
1668,56,bare-metal,327,7.0,1,99.9
1669,28,bare-metal,6,12.0,1,100.0
1670,56,bare-metal,300,7.0,1,100.0
1671,28,bare-metal,8,12.0,1,100.0
1672,14,bare-metal,28,22.0,1,100.0
1673,56,bare-metal,273,7.0,1,100.0
1674,14,bare-metal,26,21.0,1,100.0
1675,28,bare-metal,30,12.0,1,100.0
1676,28,bare-metal,10,12.0,1,100.0
1677,14,bare-metal,31,21.0,1,100.0
1678,56,bare-metal,325,7.0,1,100.0
1679,56,bare-metal,47,8.0,1,99.9
1680,28,bare-metal,11,12.0,1,100.0
1681,14,bare-metal,23,22.0,1,100.0
1682,14,bare-metal,5,22.0,1,100.0
1683,14,bare-metal,25,22.0,1,100.0
1684,56,bare-metal,191,7.0,1,99.9
1685,28,bare-metal,14,12.0,1,100.0
1686,56,bare-metal,92,8.0,1,100.0
1687,14,bare-metal,19,22.0,1,100.0
1688,28,bare-metal,26,12.0,1,100.0
1689,28,bare-metal,19,12.0,1,100.0
1690,28,bare-metal,25,12.0,1,100.0
1691,56,bare-metal,131,7.0,1,100.0
1692,14,bare-metal,22,21.0,1,100.0
1693,56,bare-metal,310,7.0,1,100.0
1694,28,bare-metal,2,12.0,1,100.0
1695,28,bare-metal,10,12.0,1,100.0
1696,56,bare-metal,363,7.0,1,99.9
1697,56,bare-metal,178,7.0,1,100.0
1698,28,bare-metal,19,12.0,1,100.0
1699,56,bare-metal,315,7.0,1,100.0
1700,14,bare-metal,4,22.0,1,100.0
1701,28,bare-metal,14,12.0,1,99.8
1702,56,bare-metal,319,7.0,1,99.9
1703,14,bare-metal,32,22.0,1,100.0
1704,14,bare-metal,21,22.0,1,100.0
1705,56,bare-metal,34,7.0,1,100.0
1706,56,bare-metal,104,7.0,1,99.8
1707,28,bare-metal,28,12.0,1,100.0
1708,56,bare-metal,233,7.0,1,99.9
1709,56,bare-metal,303,7.0,1,99.9
1710,14,bare-metal,1,21.0,1,100.0
1711,56,bare-metal,147,7.0,1,99.9
1712,28,bare-metal,7,12.0,1,100.0
1713,56,bare-metal,7,7.0,1,100.0
1714,56,bare-metal,12,7.0,1,100.0
1715,28,bare-metal,13,12.0,1,100.0
1716,14,bare-metal,11,22.0,1,100.0
1717,14,bare-metal,6,22.0,1,100.0
1718,56,bare-metal,193,7.0,1,100.0
1719,28,bare-metal,9,12.0,1,100.0
1720,14,bare-metal,16,22.0,1,100.0
1721,56,bare-metal,204,7.0,1,100.0
1722,56,bare-metal,410,7.0,1,100.0
1723,14,bare-metal,3,22.0,1,100.0
1724,56,bare-metal,75,7.0,1,100.0
1725,14,bare-metal,26,22.0,1,100.0
1726,14,bare-metal,7,22.0,1,100.0
1727,56,bare-metal,238,7.0,1,100.0
1728,14,bare-metal,31,21.0,1,100.0
1729,14,bare-metal,29,22.0,1,100.0
1730,14,bare-metal,12,21.0,1,100.0
1731,56,bare-metal,282,7.0,1,99.9
1732,28,bare-metal,26,12.0,1,100.0
1733,28,bare-metal,15,12.0,1,100.0
1734,14,bare-metal,8,22.0,1,100.0
1735,56,bare-metal,297,7.0,1,99.9
1736,56,bare-metal,3,7.0,1,99.9
1737,28,bare-metal,2,12.0,1,100.0
1738,14,bare-metal,15,22.0,1,99.9
1739,14,bare-metal,9,22.0,1,100.0
1740,28,bare-metal,13,12.0,1,100.0
1741,28,bare-metal,9,12.0,1,100.0
1742,56,bare-metal,194,7.0,1,99.8
1743,56,bare-metal,365,7.0,1,100.0
1744,28,bare-metal,32,12.0,1,100.0
1745,28,bare-metal,13,12.0,1,100.0
1746,14,bare-metal,29,22.0,1,100.0
1747,28,bare-metal,3,12.0,1,100.0
1748,14,bare-metal,3,21.0,1,100.0
1749,56,bare-metal,164,7.0,1,99.8
1750,14,bare-metal,21,21.0,1,100.0
1751,56,bare-metal,429,7.0,1,100.0
1752,14,bare-metal,3,21.0,1,100.0
1753,28,bare-metal,24,13.0,1,99.9
1754,28,bare-metal,4,12.0,1,100.0
1755,14,bare-metal,13,22.0,1,100.0
1756,14,bare-metal,19,22.0,1,100.0
1757,14,bare-metal,5,23.0,1,100.0
1758,28,bare-metal,20,13.0,1,100.0
1759,14,bare-metal,29,22.0,1,100.0
1760,28,bare-metal,28,12.0,1,100.0
1761,56,bare-metal,217,7.0,1,100.0
1762,14,bare-metal,9,22.0,1,100.0
1763,14,bare-metal,25,21.0,1,100.0
1764,14,bare-metal,26,22.0,1,100.0
1765,28,bare-metal,30,12.0,1,100.0
1766,28,bare-metal,5,12.0,1,100.0
1767,28,bare-metal,4,12.0,1,100.0
1768,14,bare-metal,15,21.0,1,100.0
1769,28,bare-metal,23,12.0,1,100.0
1770,14,bare-metal,28,22.0,1,100.0
1771,14,bare-metal,18,22.0,1,100.0
1772,28,bare-metal,10,12.0,1,99.8
1773,14,bare-metal,19,21.0,1,100.0
1774,28,bare-metal,5,12.0,1,99.8
1775,56,bare-metal,292,7.0,1,100.0
1776,14,bare-metal,32,22.0,1,100.0
1777,56,bare-metal,181,8.0,1,100.0
1778,28,bare-metal,5,12.0,1,99.9
1779,14,bare-metal,5,22.0,1,100.0
1780,56,bare-metal,229,7.0,1,100.0
1781,14,bare-metal,2,22.0,1,100.0
1782,28,bare-metal,25,12.0,1,100.0
1783,14,bare-metal,16,22.0,1,100.0
1784,28,bare-metal,9,12.0,1,100.0
1785,28,bare-metal,14,12.0,1,100.0
1786,56,bare-metal,413,7.0,1,99.8
1787,14,bare-metal,32,21.0,1,100.0
1788,14,bare-metal,11,21.0,1,100.0
1789,14,bare-metal,10,21.0,1,100.0
1790,28,bare-metal,6,12.0,1,100.0
1791,28,bare-metal,29,12.0,1,100.0
1792,14,bare-metal,3,22.0,1,100.0
1793,28,bare-metal,22,12.0,1,100.0
1794,28,bare-metal,30,12.0,1,100.0
1795,14,bare-metal,32,22.0,1,100.0
1796,14,bare-metal,7,21.0,1,99.9
1797,28,bare-metal,30,12.0,1,100.0
1798,28,bare-metal,24,12.0,1,100.0
1799,56,bare-metal,376,7.0,1,100.0
1800,28,bare-metal,7,12.0,1,100.0
1801,56,bare-metal,206,7.0,1,100.0
1802,28,bare-metal,11,12.0,1,100.0
1803,28,bare-metal,8,12.0,1,100.0
1804,28,bare-metal,11,12.0,1,100.0
1805,56,bare-metal,32,10.0,1,99.9
1806,14,bare-metal,10,22.0,1,100.0
1807,28,bare-metal,30,12.0,1,100.0
1808,14,bare-metal,5,22.0,1,100.0
1809,28,bare-metal,9,12.0,1,100.0
1810,28,bare-metal,16,12.0,1,100.0
1811,14,bare-metal,25,22.0,1,100.0
1812,14,bare-metal,31,22.0,1,100.0
1813,14,bare-metal,12,22.0,1,99.9
1814,14,bare-metal,18,22.0,1,100.0
1815,14,bare-metal,7,22.0,1,100.0
1816,14,bare-metal,29,22.0,1,100.0
1817,56,bare-metal,322,7.0,1,100.0
1818,28,bare-metal,30,12.0,1,100.0
1819,56,bare-metal,351,7.0,1,100.0
1820,28,bare-metal,1,12.0,1,100.0
1821,28,bare-metal,27,13.0,1,99.8
1822,56,bare-metal,216,7.0,1,99.9
1823,56,bare-metal,62,8.0,1,99.9
1824,28,bare-metal,4,12.0,1,100.0
1825,56,bare-metal,416,7.0,1,100.0
1826,28,bare-metal,10,12.0,1,100.0
1827,56,bare-metal,9,7.0,1,100.0
1828,14,bare-metal,24,21.0,1,100.0
1829,28,bare-metal,29,12.0,1,100.0
1830,14,bare-metal,2,21.0,1,100.0
1831,28,bare-metal,2,12.0,1,99.7
1832,56,bare-metal,287,8.0,1,100.0
1833,28,bare-metal,27,12.0,1,100.0
1834,56,bare-metal,407,8.0,1,99.9
1835,56,bare-metal,463,7.0,1,100.0
1836,14,bare-metal,2,22.0,1,100.0
1837,14,bare-metal,1,22.0,1,100.0
1838,28,bare-metal,19,12.0,1,100.0
1839,14,bare-metal,15,22.0,1,100.0
1840,56,bare-metal,54,7.0,1,100.0
1841,28,bare-metal,30,12.0,1,100.0
1842,14,bare-metal,10,21.0,1,100.0
1843,56,bare-metal,221,7.0,1,100.0
1844,14,bare-metal,26,22.0,1,100.0
1845,56,bare-metal,268,7.0,1,100.0
1846,14,bare-metal,17,21.0,1,100.0
1847,28,bare-metal,27,12.0,1,100.0
1848,28,bare-metal,26,12.0,1,100.0
1849,56,bare-metal,470,7.0,1,100.0
1850,56,bare-metal,60,7.0,1,100.0
1851,28,bare-metal,31,12.0,1,99.8
1852,28,bare-metal,28,12.0,1,100.0
1853,56,bare-metal,466,7.0,1,100.0
1854,28,bare-metal,16,12.0,1,100.0
1855,56,bare-metal,120,7.0,1,100.0
1856,28,bare-metal,20,12.0,1,100.0
1857,14,bare-metal,19,21.0,1,100.0
1858,14,bare-metal,20,22.0,1,100.0
1859,14,bare-metal,8,22.0,1,100.0
1860,56,bare-metal,71,7.0,1,99.9
1861,28,bare-metal,17,12.0,1,100.0
1862,28,bare-metal,28,12.0,1,100.0
1863,28,bare-metal,31,14.0,1,100.0
1864,28,bare-metal,31,12.0,1,100.0
1865,14,bare-metal,31,22.0,1,100.0
1866,28,bare-metal,16,12.0,1,100.0
1867,56,bare-metal,262,7.0,1,100.0
1868,28,bare-metal,14,12.0,1,100.0
1869,56,bare-metal,451,7.0,1,100.0
1870,56,bare-metal,187,7.0,1,100.0
1871,14,bare-metal,26,23.0,1,100.0
1872,28,bare-metal,1,12.0,1,100.0
1873,28,bare-metal,21,12.0,1,100.0
1874,14,bare-metal,9,21.0,1,100.0
1875,28,bare-metal,27,12.0,1,100.0
1876,14,bare-metal,11,21.0,1,100.0
1877,28,bare-metal,15,12.0,1,100.0
1878,56,bare-metal,156,7.0,1,100.0
1879,14,bare-metal,5,22.0,1,100.0
1880,28,bare-metal,23,12.0,1,100.0
1881,56,bare-metal,188,7.0,1,99.8
1882,28,bare-metal,18,12.0,1,100.0
1883,56,bare-metal,469,7.0,1,100.0
1884,56,bare-metal,141,7.0,1,100.0
1885,28,bare-metal,14,12.0,1,100.0
1886,14,bare-metal,10,22.0,1,100.0
1887,56,bare-metal,334,7.0,1,99.9
1888,56,bare-metal,441,7.0,1,100.0
1889,56,bare-metal,289,7.0,1,99.8
1890,28,bare-metal,10,12.0,1,100.0
1891,28,bare-metal,21,12.0,1,100.0
1892,14,bare-metal,4,21.0,1,100.0
1893,14,bare-metal,26,21.0,1,100.0
1894,56,bare-metal,434,7.0,1,99.9
1895,28,bare-metal,8,12.0,1,99.9
1896,28,bare-metal,10,13.0,1,100.0
1897,56,bare-metal,123,7.0,1,100.0
1898,56,bare-metal,118,7.0,1,100.0
1899,56,bare-metal,360,7.0,1,100.0
1900,56,bare-metal,320,7.0,1,100.0
1901,56,bare-metal,50,7.0,1,100.0
1902,28,bare-metal,27,12.0,1,99.9
1903,28,bare-metal,26,12.0,1,100.0
1904,56,bare-metal,420,7.0,1,100.0
1905,14,bare-metal,25,22.0,1,99.9
1906,28,bare-metal,21,12.0,1,100.0
1907,28,bare-metal,27,13.0,1,100.0
1908,14,bare-metal,6,21.0,1,100.0
1909,14,bare-metal,20,22.0,1,100.0
1910,56,bare-metal,332,9.0,1,99.9
1911,56,bare-metal,222,7.0,1,100.0
1912,14,bare-metal,28,21.0,1,100.0
1913,28,bare-metal,29,12.0,1,100.0
1914,56,bare-metal,219,7.0,1,100.0
1915,56,bare-metal,295,7.0,1,100.0
1916,14,bare-metal,14,22.0,1,99.9
1917,28,bare-metal,26,12.0,1,99.9
1918,28,bare-metal,19,12.0,1,100.0
1919,14,bare-metal,8,22.0,1,100.0
1920,28,bare-metal,3,12.0,1,100.0
1921,14,bare-metal,10,22.0,1,100.0
1922,28,bare-metal,25,12.0,1,100.0
1923,56,bare-metal,152,8.0,1,100.0
1924,56,bare-metal,8,7.0,1,99.9
1925,28,bare-metal,14,12.0,1,100.0
1926,28,bare-metal,30,12.0,1,100.0
1927,56,bare-metal,343,7.0,1,100.0
1928,56,bare-metal,140,7.0,1,100.0
1929,14,bare-metal,31,22.0,1,100.0
1930,28,bare-metal,23,12.0,1,100.0
1931,14,bare-metal,10,22.0,1,100.0
1932,14,bare-metal,8,22.0,1,100.0
1933,28,bare-metal,19,12.0,1,100.0
1934,56,bare-metal,350,7.0,1,100.0
1935,28,bare-metal,22,12.0,1,100.0
1936,56,bare-metal,137,8.0,1,99.9
1937,28,bare-metal,15,11.0,1,100.0
1938,56,bare-metal,228,7.0,1,100.0
1939,14,bare-metal,13,22.0,1,100.0
1940,14,bare-metal,19,22.0,1,100.0
1941,14,bare-metal,4,22.0,1,100.0
1942,28,bare-metal,31,12.0,1,100.0
1943,56,bare-metal,112,7.0,1,100.0
1944,14,bare-metal,9,21.0,1,100.0
1945,28,bare-metal,28,12.0,1,99.9
1946,14,bare-metal,9,21.0,1,100.0
1947,28,bare-metal,22,12.0,1,100.0
1948,28,bare-metal,13,12.0,1,100.0
1949,56,bare-metal,19,7.0,1,99.9
1950,28,bare-metal,25,12.0,1,100.0
1951,28,bare-metal,4,12.0,1,99.7
1952,28,bare-metal,5,12.0,1,99.9
1953,14,bare-metal,25,22.0,1,100.0
1954,56,bare-metal,418,7.0,1,100.0
1955,28,bare-metal,12,12.0,1,99.9
1956,56,bare-metal,389,7.0,1,99.9
1957,14,bare-metal,16,21.0,1,99.9
1958,28,bare-metal,7,12.0,1,100.0
1959,14,bare-metal,20,22.0,1,100.0
1960,28,bare-metal,20,12.0,1,100.0
1961,14,bare-metal,22,22.0,1,100.0
1962,28,bare-metal,17,12.0,1,100.0
1963,14,bare-metal,32,21.0,1,100.0
1964,56,bare-metal,4,7.0,1,99.9
1965,14,bare-metal,28,26.0,1,100.0
1966,28,bare-metal,17,12.0,1,100.0
1967,28,bare-metal,32,12.0,1,100.0
1968,28,bare-metal,21,12.0,1,100.0
1969,56,bare-metal,444,7.0,1,100.0
1970,56,bare-metal,296,7.0,1,100.0
1971,28,bare-metal,20,12.0,1,99.9
1972,28,bare-metal,17,12.0,1,100.0
1973,14,bare-metal,23,22.0,1,100.0
1974,56,bare-metal,353,7.0,1,99.9
1975,28,bare-metal,2,12.0,1,100.0
1976,14,bare-metal,28,21.0,1,100.0
1977,14,bare-metal,32,21.0,1,100.0
1978,14,bare-metal,21,27.0,1,100.0
1979,14,bare-metal,17,21.0,1,100.0
1980,14,bare-metal,10,23.0,1,100.0
1981,56,bare-metal,400,7.0,1,100.0
1982,28,bare-metal,24,12.0,1,100.0
1983,56,bare-metal,22,7.0,1,100.0
1984,14,bare-metal,12,22.0,1,100.0
1985,56,bare-metal,266,7.0,1,99.9
1986,28,bare-metal,30,12.0,1,100.0
1987,14,bare-metal,11,22.0,1,100.0
